junit.framework.Assert.assertTrue_java.lang.String.arg0_boolean.arg1_void,v0,<functionCall><string>TestCase.fName cannot be null</string><boolean>true</boolean></functionCall>,93.5308137555
org.junit.Assert.assertFalse_boolean.arg0_void,v0,<functionCall><boolean>false</boolean></functionCall>,95.871559633
org.junit.experimental.theories.ParameterSignature.canAcceptType_java.lang.Class.arg0_boolean,v0,<functionCall><java-class>java.lang.String</java-class></functionCall>,60.0
org.junit.rules.RuleChain.outerRule_org.junit.rules.TestRule.arg0_class org.junit.rules.RuleChain,v0,"<functionCall><okhttp3.mockwebserver.MockWebServer><requestQueue class=""java.util.concurrent.LinkedBlockingQueue"" serialization=""custom""><unserializable-parents></unserializable-parents><java.util.concurrent.LinkedBlockingQueue><default><capacity>2147483647</capacity><count><value>0</value></count><notEmpty class=""java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject""><outer-class class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" serialization=""custom""><java.util.concurrent.locks.AbstractQueuedSynchronizer><default><state>1</state></default></java.util.concurrent.locks.AbstractQueuedSynchronizer><java.util.concurrent.locks.ReentrantLock_-Sync><default></default></java.util.concurrent.locks.ReentrantLock_-Sync></outer-class></notEmpty><notFull class=""java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject""><outer-class class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" serialization=""custom""><java.util.concurrent.locks.AbstractQueuedSynchronizer><default><state>1</state></default></java.util.concurrent.locks.AbstractQueuedSynchronizer><java.util.concurrent.locks.ReentrantLock_-Sync><default></default></java.util.concurrent.locks.ReentrantLock_-Sync></outer-class></notFull><putLock><sync class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" reference=""../../notFull/outer-class""></sync></putLock><takeLock><sync class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" reference=""../../notEmpty/outer-class""></sync></takeLock></default><null></null></java.util.concurrent.LinkedBlockingQueue></requestQueue><openClientSockets class=""java.util.Collections$SetFromMap"" serialization=""custom""><unserializable-parents></unserializable-parents><java.util.Collections_-SetFromMap><default><m class=""concurrent-hash-map""></m></default></java.util.Collections_-SetFromMap></openClientSockets><openConnections class=""java.util.Collections$SetFromMap"" serialization=""custom""><unserializable-parents></unserializable-parents><java.util.Collections_-SetFromMap><default><m class=""concurrent-hash-map""></m></default></java.util.Collections_-SetFromMap></openConnections><requestCount><value>0</value></requestCount><bodyLimit>9223372036854775807</bodyLimit><serverSocketFactory class=""javax.net.DefaultServerSocketFactory""></serverSocketFactory><tunnelProxy>false</tunnelProxy><dispatcher class=""okhttp3.mockwebserver.QueueDispatcher""><responseQueue class=""java.util.concurrent.LinkedBlockingQueue"" serialization=""custom""><unserializable-parents></unserializable-parents><java.util.concurrent.LinkedBlockingQueue><default><capacity>2147483647</capacity><count><value>0</value></count><notEmpty class=""java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject""><outer-class class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" serialization=""custom""><java.util.concurrent.locks.AbstractQueuedSynchronizer><default><state>1</state></default></java.util.concurrent.locks.AbstractQueuedSynchronizer><java.util.concurrent.locks.ReentrantLock_-Sync><default></default></java.util.concurrent.locks.ReentrantLock_-Sync></outer-class></notEmpty><notFull class=""java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject""><outer-class class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" serialization=""custom""><java.util.concurrent.locks.AbstractQueuedSynchronizer><default><state>1</state></default></java.util.concurrent.locks.AbstractQueuedSynchronizer><java.util.concurrent.locks.ReentrantLock_-Sync><default></default></java.util.concurrent.locks.ReentrantLock_-Sync></outer-class></notFull><putLock><sync class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" reference=""../../notFull/outer-class""></sync></putLock><takeLock><sync class=""java.util.concurrent.locks.ReentrantLock$NonfairSync"" reference=""../../notEmpty/outer-class""></sync></takeLock></default><null></null></java.util.concurrent.LinkedBlockingQueue></responseQueue></dispatcher><port>-1</port><protocolNegotiationEnabled>true</protocolNegotiationEnabled><protocols class=""java.util.Collections$UnmodifiableRandomAccessList"" resolves-to=""java.util.Collections$UnmodifiableList""><c class=""java.util.Arrays$ArrayList""><a class=""okhttp3.Protocol-array""><okhttp3.Protocol>HTTP_2</okhttp3.Protocol><okhttp3.Protocol>HTTP_1_1</okhttp3.Protocol></a></c><list class=""java.util.Arrays$ArrayList"" reference=""../c""></list></protocols><started>false</started></okhttp3.mockwebserver.MockWebServer></functionCall>",90.4761904762
org.junit.Assert.assertNull_java.lang.Object.arg0_void,v0,<functionCall><null></null></functionCall>,97.9797979798
junit.framework.Assert.assertFalse_boolean.arg0_void,v0,<functionCall><boolean>false</boolean></functionCall>,70.9677419355
org.junit.Assume.assumeThat_T.arg0_org.hamcrest.MatcherT.arg1_void,v0,"<functionCall><boolean>true</boolean><org.hamcrest.core.Is><matcher class=""org.hamcrest.core.IsEqual""><expectedValue class=""boolean"">true</expectedValue></matcher></org.hamcrest.core.Is></functionCall>",50.0
org.junit.experimental.theories.internal.AllMembersSupplier.getValueSources_org.junit.experimental.theories.ParameterSignature.arg0_interface java.util.List,v0,<functionCall><org.junit.experimental.theories.ParameterSignature><type>com.spotify.apollo.route.RouteProvider</type><annotations></annotations></org.junit.experimental.theories.ParameterSignature></functionCall>,50.0
org.junit.Assert.assertEquals_java.lang.String.arg0_long.arg1_long.arg2_void,v0,<functionCall><null></null><long>1</long><long>1</long></functionCall>,79.6171975432
org.junit.Assume.assumeTrue_java.lang.String.arg0_boolean.arg1_void,v0,<functionCall><string>Precondition: isApplicableJavaVersion</string><boolean>false</boolean></functionCall>,53.8461538462
org.junit.Assert.assertTrue_boolean.arg0_void,v0,<functionCall><boolean>true</boolean></functionCall>,97.0899470899
junit.framework.Assert.assertTrue_boolean.arg0_void,v0,<functionCall><boolean>true</boolean></functionCall>,90.9090909091
org.junit.internal.runners.statements.FailOnTimeout.Builder.withTimeout_long.arg0_java.util.concurrent.TimeUnit.arg1_class org.junit.internal.runners.statements.FailOnTimeout$Builder,v0,<functionCall><long>2000</long><java.util.concurrent.TimeUnit>MILLISECONDS</java.util.concurrent.TimeUnit></functionCall>,89.375
junit.framework.Assert.assertNull_java.lang.Object.arg0_void,v0,<functionCall><null></null></functionCall>,60.0
org.junit.internal.builders.IgnoredClassRunner.run_org.junit.runner.notification.RunNotifier.arg0_void,v0,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,95.3020134228
junit.framework.TestResult.startTest_junit.framework.Test.arg0_void,v0,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,80.171460177
org.junit.experimental.theories.ParameterSignature.signatures_java.lang.reflect.Constructor.arg0_interface java.util.List,v0,<functionCall><constructor><class>com.spotify.apollo.route.RouteRuleBuilderTest</class><parameter-types></parameter-types></constructor></functionCall>,90.0
org.junit.Assert.assertEquals_long.arg0_long.arg1_void,v0,<functionCall><long>1</long><long>1</long></functionCall>,88.7720974677
org.junit.Assert.assertSame_java.lang.Object.arg0_java.lang.Object.arg1_void,v0,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,86.0040567951
org.junit.runners.model.FrameworkField.getAnnotation_java.lang.ClassT.arg0_interface java.lang.annotation.Annotation,v0,<functionCall><java-class>org.junit.ClassRule</java-class></functionCall>,98.4732824427
junit.framework.TestResult.addListener_junit.framework.TestListener.arg0_void,v0,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,60.0862998921
org.junit.Assume.assumeTrue_boolean.arg0_void,v0,<functionCall><boolean>true</boolean></functionCall>,50.0
